"","Non-terrestrial","Terrestrial","P.val"
"AQP1",5.17922373703196,5.42730637939457,0.61961404764427
"AQP3",2.9281389761006,3.10795415106667,0.518111450345702
"AQP8",0.474669024051898,0.487127737656916,0.912311646389906
"AQP11",1.30438669017494,1.12453185624337,0.08384647229794
"AllAQP",9.89355379579382,10.1449904286315,0.724280063939971
