"","Marine","Non-Marine","P.val"
"AQP1",5.24103378363472,10.989990409238,1.36213178496698e-09
"AQP3",2.61675374252296,3.42407285530725,0.146143527777514
"AQP8",1.31939923906257,2.22046084574315,0.0305028772767052
"AQP11",1.63070030947111,1.53038415745504,0.743841396329239
"AllAQP",10.794247821008,18.3213318664488,8.34379590833368e-07
