"","Marine","Non-Marine","P.val"
"AQP1",5.21964622357712,5.33202206804511,0.680849815804318
"AQP3",2.80882498787349,3.15413447606183,0.0261952380377747
"AQP8",0.443874447139928,0.517652636089572,0.265526346185714
"AQP11",1.23975099528738,1.22132254694692,0.748348145776526
"AllAQP",9.76349855291645,10.1787532340839,0.288077805029215
